,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,positivity_bar_chart,song_name,artist_name,tsne_x_combined,tsne_y_combined
153,153,153,153,153,153,153,153,153,153,153,baby,baby,baby,154,23,4,Hook,4,15,20,20,20,"[8, 11, 142, 146, 150, 154, 406, 410, 414, 418, 560, 564, 568, 572, 588, 593, 598, 603, 610, 617]","[('baby', 'NN')]",N,POSITIVE,0.9969,Ice ice baby Vanilla, ice ice baby vanilla,POSITIVE,0.9796,0.9796,49,0.7538461538461538,0.9969,156,0.8432432432432433,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-7.714382171630857,-7.060944557189941
154,154,154,154,154,154,154,154,154,154,154,Vanilla,Vanilla,vanilla,155,23,4,Hook,4,16,13,13,13,"[143, 147, 151, 155, 303, 407, 411, 415, 419, 561, 565, 569, 573]","[('vanilla', 'NN')]",N,POSITIVE,0.9957,Ice ice baby Vanilla, ice ice baby vanilla,POSITIVE,0.9796,0.9796,49,0.7538461538461538,0.9957,147,0.7945945945945946,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,2.5623369216918945,4.72187614440918
155,155,155,155,155,155,155,155,155,155,155,Now,Now,now,156,24,5,Verse 2,1,1,1,1,1,[156],"[('now', 'RB')]",ADV,POSITIVE,0.9831,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7384615384615385,0.9831,104,0.5621621621621622,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,12.400062561035154,-11.771328926086426
156,156,156,156,156,156,156,156,156,156,156,that,that,that,157,24,5,Verse 2,1,2,4,4,4,"[79, 157, 440, 464]","[('that', 'IN')]",PREP,POSITIVE,0.9895,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7384615384615385,0.9895,119,0.6432432432432432,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,6.282057762145996,-3.6008126735687256
157,157,157,157,157,157,157,157,157,157,157,the,the,the,158,24,5,Verse 2,1,3,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7384615384615385,0.9636,84,0.4540540540540541,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-0.7009652256965637,1.4191086292266846
158,158,158,158,158,158,158,158,158,158,158,party,party,party,159,24,5,Verse 2,1,4,1,1,1,[159],"[('party', 'NN')]",N,POSITIVE,0.9979,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7384615384615385,0.9979,165,0.8918918918918919,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-7.6215171813964835,13.862446784973145
159,159,159,159,159,159,159,159,159,159,159,is,is,is,160,24,5,Verse 2,1,5,4,4,4,"[18, 101, 160, 474]","[('is', 'VBZ')]",V,POSITIVE,0.9275,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7384615384615385,0.9275,76,0.4108108108108108,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,17.051544189453125,0.9187014102935792
160,160,160,160,160,160,160,160,160,160,160,jumping,jumping,jumping,161,24,5,Verse 2,1,6,1,1,1,[161],"[('jumping', 'NN')]",N,POSITIVE,0.998,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7384615384615385,0.998,166,0.8972972972972973,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-2.65499234199524,0.005173439159989357
161,161,161,161,161,161,161,161,161,161,161,With,With,with,162,25,5,Verse 2,2,7,7,7,7,"[20, 162, 207, 225, 299, 304, 489]","[('with', 'IN')]",PREP,POSITIVE,0.9826,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,57,0.8769230769230769,0.9826,103,0.5567567567567567,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,12.464055061340332,4.652782917022705
162,162,162,162,162,162,162,162,162,162,162,the,the,the,163,25,5,Verse 2,2,8,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,57,0.8769230769230769,0.9636,84,0.4540540540540541,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-0.7009652256965637,1.4191086292266846
163,163,163,163,163,163,163,163,163,163,163,bass,bass,bass,164,25,5,Verse 2,2,9,2,2,2,"[164, 444]","[('bass', 'NN')]",N,NEGATIVE,0.5196,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,57,0.8769230769230769,-0.5196,54,0.2918918918918919,neg_word_pos_line,Ice Ice Baby,Vanilla Ice,4.2347259521484375,20.146310806274414
164,164,164,164,164,164,164,164,164,164,164,kicked,kicked,kicked,165,25,5,Verse 2,2,10,1,1,1,[165],"[('kicked', 'VBN')]",V,NEGATIVE,0.9314,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,57,0.8769230769230769,-0.9314,39,0.2108108108108108,neg_word_pos_line,Ice Ice Baby,Vanilla Ice,-4.863401889801025,-2.011724710464477
165,165,165,165,165,165,165,165,165,165,165,in,in,in,166,25,5,Verse 2,2,11,5,5,5,"[166, 222, 346, 432, 452]","[('in', 'IN')]",PREP,POSITIVE,0.979,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,57,0.8769230769230769,0.979,96,0.5189189189189191,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,12.924335479736328,2.908642768859864
166,166,166,166,166,166,166,166,166,166,166,and,and,and,167,25,5,Verse 2,2,12,14,14,14,"[15, 37, 51, 68, 121, 167, 194, 204, 262, 302, 449, 468, 471, 484]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,57,0.8769230769230769,0.9708,90,0.4864864864864865,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,13.185065269470215,-5.214746952056885
167,167,167,167,167,167,167,167,167,167,167,the,the,the,168,25,5,Verse 2,2,13,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,57,0.8769230769230769,0.9636,84,0.4540540540540541,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-0.7009652256965637,1.4191086292266846
168,168,168,168,168,168,168,168,168,168,168,Vegas,Vegas,vegas,169,25,5,Verse 2,2,14,1,1,1,[169],"[('vegas', 'NN')]",N,POSITIVE,0.9989,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,57,0.8769230769230769,0.9989,175,0.9459459459459459,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-5.335182189941406,14.25926399230957
169,169,169,169,169,169,169,169,169,169,169,are,are,are,170,25,5,Verse 2,2,15,1,1,1,[170],"[('are', 'VBP')]",V,POSITIVE,0.9785,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,57,0.8769230769230769,0.9785,95,0.5135135135135135,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,17.400333404541016,0.7603681087493896
170,170,170,170,170,170,170,170,170,170,170,pumping,pumping,pumping,171,25,5,Verse 2,2,16,1,1,1,[171],"[('pumping', 'VBG')]",V,POSITIVE,0.9947,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,57,0.8769230769230769,0.9947,142,0.7675675675675676,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-5.350164890289307,-5.038213729858398
171,171,171,171,171,171,171,171,171,171,171,Quick,Quick,quick,172,26,5,Verse 2,3,17,2,2,2,"[172, 193]","[('quick', 'NN')]",N,POSITIVE,0.9977,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.061538461538461535,0.9977,163,0.8810810810810811,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-5.362188339233398,-9.62004566192627
172,172,172,172,172,172,172,172,172,172,172,to,to,to,173,26,5,Verse 2,3,18,14,14,14,"[54, 173, 176, 218, 240, 254, 265, 277, 354, 361, 447, 487, 528, 583]","[('to', 'TO')]",OTH,POSITIVE,0.9653,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.061538461538461535,0.9653,86,0.4648648648648649,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-12.766663551330565,8.213215827941895
173,173,173,173,173,173,173,173,173,173,173,the,the,the,174,26,5,Verse 2,3,19,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.061538461538461535,0.9636,84,0.4540540540540541,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-0.7009652256965637,1.4191086292266846
174,174,174,174,174,174,174,174,174,174,174,point,point,point,175,26,5,Verse 2,3,20,2,2,2,"[175, 178]","[('point', 'NN')]",N,POSITIVE,0.9984,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.061538461538461535,0.9984,170,0.9189189189189192,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-4.565263271331787,18.807138442993164
175,175,175,175,175,175,175,175,175,175,175,to,to,to,176,26,5,Verse 2,3,21,14,14,14,"[54, 173, 176, 218, 240, 254, 265, 277, 354, 361, 447, 487, 528, 583]","[('to', 'TO')]",OTH,POSITIVE,0.9653,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.061538461538461535,0.9653,86,0.4648648648648649,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-12.766663551330565,8.213215827941895
176,176,176,176,176,176,176,176,176,176,176,the,the,the,177,26,5,Verse 2,3,22,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.061538461538461535,0.9636,84,0.4540540540540541,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-0.7009652256965637,1.4191086292266846
177,177,177,177,177,177,177,177,177,177,177,point,point,point,178,26,5,Verse 2,3,23,2,2,2,"[175, 178]","[('point', 'NN')]",N,POSITIVE,0.9984,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.061538461538461535,0.9984,170,0.9189189189189192,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-4.565263271331787,18.807138442993164
178,178,178,178,178,178,178,178,178,178,178,no,no,no,179,26,5,Verse 2,3,24,2,2,2,"[179, 246]","[('no', 'DT')]",DET,NEGATIVE,0.9964,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.061538461538461535,-0.9964,18,0.0972972972972973,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,-8.028882026672362,-13.903230667114258
179,179,179,179,179,179,179,179,179,179,179,faking,faking,faking,180,26,5,Verse 2,3,25,1,1,1,[180],"[('faking', 'VBG')]",V,POSITIVE,0.9992,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.061538461538461535,0.9992,178,0.9621621621621622,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,7.3176212310791025,1.510138750076294
180,180,180,180,180,180,180,180,180,180,180,Cooking,Cooking,cooking,181,27,5,Verse 2,4,26,1,1,1,[181],"[('cooking', 'NN')]",N,POSITIVE,0.999,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,29,0.4461538461538462,0.999,176,0.9513513513513514,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,5.695432662963867,1.3964849710464478
181,181,181,181,181,181,181,181,181,181,181,MCs,MCs,mcs,182,27,5,Verse 2,4,27,1,1,1,[182],"[('mcs', 'NN')]",N,POSITIVE,0.8871,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,29,0.4461538461538462,0.8871,68,0.3675675675675676,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,5.532173156738281,18.167818069458008
182,182,182,182,182,182,182,182,182,182,182,like,like,like,183,27,5,Verse 2,4,28,9,9,9,"[33, 61, 72, 85, 183, 327, 458, 497, 501]","[('like', 'IN')]",PREP,POSITIVE,0.9911,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,29,0.4461538461538462,0.9911,125,0.6756756756756757,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,10.013649940490724,-8.936087608337402
183,183,183,183,183,183,183,183,183,183,183,a,a,a,184,27,5,Verse 2,4,29,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,29,0.4461538461538462,0.9873,114,0.6162162162162163,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,14.46420669555664,-0.8100928068161011
184,184,184,184,184,184,184,184,184,184,184,pound,pound,pound,185,27,5,Verse 2,4,30,1,1,1,[185],"[('pound', 'NN')]",N,POSITIVE,0.9814,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,29,0.4461538461538462,0.9814,102,0.5513513513513514,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-5.215210437774658,2.306086540222168
185,185,185,185,185,185,185,185,185,185,185,of,of,of,186,27,5,Verse 2,4,31,5,5,5,"[29, 186, 321, 477, 580]","[('of', 'IN')]",PREP,POSITIVE,0.9193,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,29,0.4461538461538462,0.9193,75,0.40540540540540543,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,11.757411003112793,3.9889528751373287
186,186,186,186,186,186,186,186,186,186,186,bacon,bacon,bacon,187,27,5,Verse 2,4,32,1,1,1,[187],"[('bacon', 'NN')]",N,POSITIVE,0.8937,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,29,0.4461538461538462,0.8937,69,0.372972972972973,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,7.1648268699646,15.450654029846193
187,187,187,187,187,187,187,187,187,187,187,Burnin',Burnin',burning,188,28,5,Verse 2,5,33,1,1,1,[188],"[('burning', 'NN')]",N,NEGATIVE,0.9952,Burnin' them if you're not quick and nimble, burning them if you're not quick and nimble,NEGATIVE,0.9912,-0.9912,21,0.3230769230769231,-0.9952,21,0.11351351351351352,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,0.013781365007162094,-4.86961555480957
188,188,188,188,188,188,188,188,188,188,188,them,them,them,189,28,5,Verse 2,5,34,1,1,1,[189],"[('them', 'PRP')]",PRON,POSITIVE,0.9366,Burnin' them if you're not quick and nimble, burning them if you're not quick and nimble,NEGATIVE,0.9912,-0.9912,21,0.3230769230769231,0.9366,78,0.4216216216216217,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-15.486767768859865,-10.04510498046875
189,189,189,189,189,189,189,189,189,189,189,if,if,if,190,28,5,Verse 2,5,35,5,5,5,"[122, 190, 386, 511, 540]","[('if', 'IN')]",PREP,POSITIVE,0.7390000000000001,Burnin' them if you're not quick and nimble, burning them if you're not quick and nimble,NEGATIVE,0.9912,-0.9912,21,0.3230769230769231,0.7390000000000001,59,0.3189189189189189,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,13.887823104858398,-7.676978588104247
190,190,190,190,190,190,190,190,190,190,190,you're,you're,you're,191,28,5,Verse 2,5,36,1,1,1,[191],"[('you', 'PRP'), (""'re"", 'VBP')]",MULT,POSITIVE,0.9998,Burnin' them if you're not quick and nimble, burning them if you're not quick and nimble,NEGATIVE,0.9912,-0.9912,21,0.3230769230769231,0.9998,184,0.9945945945945946,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,16.03067970275879,-21.88068199157715
191,191,191,191,191,191,191,191,191,191,191,not,not,not,192,28,5,Verse 2,5,37,1,1,1,[192],"[('not', 'RB')]",ADV,NEGATIVE,0.9906,Burnin' them if you're not quick and nimble, burning them if you're not quick and nimble,NEGATIVE,0.9912,-0.9912,21,0.3230769230769231,-0.9906,25,0.13513513513513514,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,10.861550331115724,-15.05260944366455
192,192,192,192,192,192,192,192,192,192,192,quick,quick,quick,193,28,5,Verse 2,5,38,2,2,2,"[172, 193]","[('quick', 'NN')]",N,POSITIVE,0.9977,Burnin' them if you're not quick and nimble, burning them if you're not quick and nimble,NEGATIVE,0.9912,-0.9912,21,0.3230769230769231,0.9977,163,0.8810810810810811,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-5.362188339233398,-9.62004566192627
193,193,193,193,193,193,193,193,193,193,193,and,and,and,194,28,5,Verse 2,5,39,14,14,14,"[15, 37, 51, 68, 121, 167, 194, 204, 262, 302, 449, 468, 471, 484]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,Burnin' them if you're not quick and nimble, burning them if you're not quick and nimble,NEGATIVE,0.9912,-0.9912,21,0.3230769230769231,0.9708,90,0.4864864864864865,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,13.185065269470215,-5.214746952056885
194,194,194,194,194,194,194,194,194,194,194,nimble,nimble,nimble,195,28,5,Verse 2,5,40,1,1,1,[195],"[('nimble', 'JJ')]",ADJ,POSITIVE,0.9956,Burnin' them if you're not quick and nimble, burning them if you're not quick and nimble,NEGATIVE,0.9912,-0.9912,21,0.3230769230769231,0.9956,146,0.7891891891891892,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-4.2985920906066895,-12.002492904663086
195,195,195,195,195,195,195,195,195,195,195,I,I,I,196,29,5,Verse 2,6,41,12,12,12,"[44, 57, 91, 196, 200, 247, 258, 275, 330, 335, 375, 536]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,32,0.4923076923076923,0.9797,99,0.5351351351351351,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,10.167547225952148,-4.051788806915283
196,196,196,196,196,196,196,196,196,196,196,go,go,go,197,29,5,Verse 2,6,42,2,2,2,"[197, 219]","[('go', 'VB')]",V,POSITIVE,0.9994,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,32,0.4923076923076923,0.9994,180,0.972972972972973,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-14.025435447692873,-0.14562872052192688
197,197,197,197,197,197,197,197,197,197,197,crazy,crazy,crazy,198,29,5,Verse 2,6,43,1,1,1,[198],"[('crazy', 'NN')]",N,NEGATIVE,0.965,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,32,0.4923076923076923,-0.965,35,0.1891891891891892,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,2.806302785873413,-2.5646114349365234
198,198,198,198,198,198,198,198,198,198,198,when,when,when,199,29,5,Verse 2,6,44,3,3,3,"[90, 199, 525]","[('when', 'WRB')]",OTH,POSITIVE,0.9288,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,32,0.4923076923076923,0.9288,77,0.4162162162162161,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,12.985925674438475,-8.621776580810549
199,199,199,199,199,199,199,199,199,199,199,I,I,I,200,29,5,Verse 2,6,45,12,12,12,"[44, 57, 91, 196, 200, 247, 258, 275, 330, 335, 375, 536]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,32,0.4923076923076923,0.9797,99,0.5351351351351351,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,10.167547225952148,-4.051788806915283
200,200,200,200,200,200,200,200,200,200,200,hear,hear,hear,201,29,5,Verse 2,6,46,1,1,1,[201],"[('hear', 'NN')]",N,POSITIVE,0.9987,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,32,0.4923076923076923,0.9987,173,0.9351351351351352,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-16.414905548095707,6.245572090148926
201,201,201,201,201,201,201,201,201,201,201,a,a,a,202,29,5,Verse 2,6,47,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,32,0.4923076923076923,0.9873,114,0.6162162162162163,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,14.46420669555664,-0.8100928068161011
202,202,202,202,202,202,202,202,202,202,202,cymbal,cymbal,cymbal,203,29,5,Verse 2,6,48,1,1,1,[203],"[('cymbal', 'NN')]",N,POSITIVE,0.9669,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,32,0.4923076923076923,0.9669,88,0.4756756756756757,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,5.46485710144043,21.54467010498047
203,203,203,203,203,203,203,203,203,203,203,And,And,and,204,30,5,Verse 2,7,49,14,14,14,"[15, 37, 51, 68, 121, 167, 194, 204, 262, 302, 449, 468, 471, 484]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5230769230769231,0.9708,90,0.4864864864864865,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,13.185065269470215,-5.214746952056885
204,204,204,204,204,204,204,204,204,204,204,a,a,a,205,30,5,Verse 2,7,50,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5230769230769231,0.9873,114,0.6162162162162163,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,14.46420669555664,-0.8100928068161011
205,205,205,205,205,205,205,205,205,205,205,hi-hat,hi-hat,hi-hat,206,30,5,Verse 2,7,51,1,1,1,[206],"[('hi-hat', 'NN')]",N,POSITIVE,0.9781,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5230769230769231,0.9781,94,0.5081081081081081,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,12.90192985534668,18.50979423522949
206,206,206,206,206,206,206,206,206,206,206,with,with,with,207,30,5,Verse 2,7,52,7,7,7,"[20, 162, 207, 225, 299, 304, 489]","[('with', 'IN')]",PREP,POSITIVE,0.9826,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5230769230769231,0.9826,103,0.5567567567567567,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,12.464055061340332,4.652782917022705
207,207,207,207,207,207,207,207,207,207,207,a,a,a,208,30,5,Verse 2,7,53,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5230769230769231,0.9873,114,0.6162162162162163,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,14.46420669555664,-0.8100928068161011
208,208,208,208,208,208,208,208,208,208,208,souped,souped,souped,209,30,5,Verse 2,7,54,1,1,1,[209],"[('souped', 'VBD')]",V,NEGATIVE,0.9994,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5230769230769231,-0.9994,3,0.016216216216216217,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,11.357759475708008,11.44165325164795
209,209,209,209,209,209,209,209,209,209,209,up,up,up,210,30,5,Verse 2,7,55,3,3,3,"[65, 210, 380]","[('up', 'RB')]",ADV,POSITIVE,0.9992,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5230769230769231,0.9992,178,0.9621621621621622,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-12.374776840209961,-8.064862251281737
210,210,210,210,210,210,210,210,210,210,210,tempo,tempo,tempo,211,30,5,Verse 2,7,56,1,1,1,[211],"[('tempo', 'NN')]",N,POSITIVE,0.9988,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5230769230769231,0.9988,174,0.9405405405405406,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,1.133160948753357,4.60105037689209
211,211,211,211,211,211,211,211,211,211,211,I'm,I'm,I'm,212,31,5,Verse 2,8,57,6,6,6,"[81, 212, 263, 294, 359, 423]","[('I', 'PRP'), (""'m"", 'VBP')]",MULT,POSITIVE,0.9981,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,57,0.8769230769230769,0.9981,167,0.9027027027027028,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,14.987354278564453,-21.243955612182614
