,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,tsne_x,tsne_y
81,the,the,the,82,12,3,Verse 1,6,46,26,15,15,"[24, 27, 40, 72, 75, 82, 106, 134, 190, 193, 203, 257, 260, 270, 328, 335, 342, 381, 415, 420, 427, 495, 505, 515, 518, 528]","[('the', 'DT')]",DET,POSITIVE,0.9636,Top floor the view alone will leave you breathless *gasps*, top floor the view alone will leave you breathless *gasps*,POSITIVE,0.9989,0.9989,42,0.9333333333333333,0.9636,82,0.5030674846625767,-7.408813,-12.016539
82,view,view,view,83,12,3,Verse 1,6,47,1,1,1,[83],"[('view', 'NN')]",N,POSITIVE,0.9972,Top floor the view alone will leave you breathless *gasps*, top floor the view alone will leave you breathless *gasps*,POSITIVE,0.9989,0.9989,42,0.9333333333333333,0.9972,141,0.8650306748466258,-7.762339,3.4882982
83,alone,alone,alone,84,12,3,Verse 1,6,48,1,1,1,[84],"[('alone', 'RB')]",ADV,NEGATIVE,0.9959,Top floor the view alone will leave you breathless *gasps*, top floor the view alone will leave you breathless *gasps*,POSITIVE,0.9989,0.9989,42,0.9333333333333333,-0.9959,16,0.09815950920245399,-1.6217445,7.2510056
84,will,will,will,85,12,3,Verse 1,6,49,1,1,1,[85],"[('will', 'MD')]",V,POSITIVE,0.9997,Top floor the view alone will leave you breathless *gasps*, top floor the view alone will leave you breathless *gasps*,POSITIVE,0.9989,0.9989,42,0.9333333333333333,0.9997,162,0.9938650306748467,-19.662817,-3.6569579
85,leave,leave,leave,86,12,3,Verse 1,6,50,1,1,1,[86],"[('leave', 'VB')]",V,NEGATIVE,0.9993,Top floor the view alone will leave you breathless *gasps*, top floor the view alone will leave you breathless *gasps*,POSITIVE,0.9989,0.9989,42,0.9333333333333333,-0.9993,5,0.03067484662576687,-12.624389,4.215604
86,you,you,you,87,12,3,Verse 1,6,51,4,4,4,"[37, 87, 124, 443]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,Top floor the view alone will leave you breathless *gasps*, top floor the view alone will leave you breathless *gasps*,POSITIVE,0.9989,0.9989,42,0.9333333333333333,0.9991,156,0.9570552147239264,3.6016881,21.620945
87,breathless,breathless,breathless,88,12,3,Verse 1,6,52,1,1,1,[88],"[('breathless', 'NN')]",N,POSITIVE,0.9993,Top floor the view alone will leave you breathless *gasps*, top floor the view alone will leave you breathless *gasps*,POSITIVE,0.9989,0.9989,42,0.9333333333333333,0.9993,158,0.9693251533742331,-0.63858277,6.3565936
88,*gasps*,*gasps*,*gasps*,89,12,3,Verse 1,6,53,2,2,2,"[89, 94]","[('*', 'JJ'), ('gasps', 'NN'), ('*', 'NN')]",MULT,POSITIVE,0.9446,Top floor the view alone will leave you breathless *gasps*, top floor the view alone will leave you breathless *gasps*,POSITIVE,0.9989,0.9989,42,0.9333333333333333,0.9446,71,0.43558282208588955,8.714056,23.191113
89,Try,Try,try,90,13,3,Verse 1,7,54,1,1,1,[90],"[('try', 'NN')]",N,NEGATIVE,0.7526,Try to catch it *gasps* it's kinda hard, try to catch it *gasps* it's kinda hard,NEGATIVE,0.9989,-0.9989,3,0.06666666666666667,-0.7526,38,0.2331288343558282,-10.364127,4.1763906
90,to,to,to,91,13,3,Verse 1,7,55,12,8,8,"[91, 157, 181, 229, 240, 296, 307, 327, 341, 364, 398, 406]","[('to', 'TO')]",OTH,POSITIVE,0.9653,Try to catch it *gasps* it's kinda hard, try to catch it *gasps* it's kinda hard,NEGATIVE,0.9989,-0.9989,3,0.06666666666666667,0.9653,85,0.5214723926380368,-23.035536,-26.004442
91,catch,catch,catch,92,13,3,Verse 1,7,56,1,1,1,[92],"[('catch', 'NN')]",N,POSITIVE,0.9994,Try to catch it *gasps* it's kinda hard, try to catch it *gasps* it's kinda hard,NEGATIVE,0.9989,-0.9989,3,0.06666666666666667,0.9994,159,0.9754601226993865,-11.672881,-7.477687
92,it,it,it,93,13,3,Verse 1,7,57,1,1,1,[93],"[('it', 'PRP')]",PRON,POSITIVE,0.9927,Try to catch it *gasps* it's kinda hard, try to catch it *gasps* it's kinda hard,NEGATIVE,0.9989,-0.9989,3,0.06666666666666667,0.9927,120,0.7361963190184049,4.772656,-13.691594
93,*gasps*,*gasps*,*gasps*,94,13,3,Verse 1,7,58,2,2,2,"[89, 94]","[('*', 'JJ'), ('gasps', 'NN'), ('*', 'NN')]",MULT,POSITIVE,0.9446,Try to catch it *gasps* it's kinda hard, try to catch it *gasps* it's kinda hard,NEGATIVE,0.9989,-0.9989,3,0.06666666666666667,0.9446,71,0.43558282208588955,8.713884,23.191076
94,it's,it's,it's,95,13,3,Verse 1,7,59,1,1,1,[95],"[('it', 'PRP'), (""'s"", 'VBZ')]",MULT,POSITIVE,0.9988,Try to catch it *gasps* it's kinda hard, try to catch it *gasps* it's kinda hard,NEGATIVE,0.9989,-0.9989,3,0.06666666666666667,0.9988,154,0.9447852760736196,24.70421,-5.4580665
95,kinda,kinda,kinda,96,13,3,Verse 1,7,60,1,1,1,[96],"[('kinda', 'NN')]",N,POSITIVE,0.9517,Try to catch it *gasps* it's kinda hard, try to catch it *gasps* it's kinda hard,NEGATIVE,0.9989,-0.9989,3,0.06666666666666667,0.9517,76,0.4662576687116564,8.371659,10.33017
96,hard,hard,hard,97,13,3,Verse 1,7,61,1,1,1,[97],"[('hard', 'JJ')]",ADJ,NEGATIVE,0.9983,Try to catch it *gasps* it's kinda hard, try to catch it *gasps* it's kinda hard,NEGATIVE,0.9989,-0.9989,3,0.06666666666666667,-0.9983,11,0.06748466257668712,-2.2377372,8.69404
97,Getting,Getting,getting,98,14,3,Verse 1,8,62,1,1,1,[98],"[('getting', 'VBG')]",V,POSITIVE,0.9967,"Getting choked by detectives, yeah, yeah, now check the method", getting choked by detectives yeah yeah now check the method,NEGATIVE,0.9978,-0.9978,4,0.08888888888888889,0.9967,138,0.8466257668711656,-11.14591,-4.020628
98,choked,choked,choked,99,14,3,Verse 1,8,63,1,1,1,[99],"[('choked', 'NNS')]",N,NEGATIVE,0.9997,"Getting choked by detectives, yeah, yeah, now check the method", getting choked by detectives yeah yeah now check the method,NEGATIVE,0.9978,-0.9978,4,0.08888888888888889,-0.9997,1,0.006134969325153374,-1.4851143,5.731766
99,by,by,by,100,14,3,Verse 1,8,64,1,1,1,[100],"[('by', 'IN')]",PREP,POSITIVE,0.9123,"Getting choked by detectives, yeah, yeah, now check the method", getting choked by detectives yeah yeah now check the method,NEGATIVE,0.9978,-0.9978,4,0.08888888888888889,0.9123,61,0.37423312883435583,-17.626484,-13.948412
100,"detectives,",detectives,detectives,101,14,3,Verse 1,8,65,1,1,1,[101],"[('detectives', 'NNS')]",N,POSITIVE,0.8926,"Getting choked by detectives, yeah, yeah, now check the method", getting choked by detectives yeah yeah now check the method,NEGATIVE,0.9978,-0.9978,4,0.08888888888888889,0.8926,56,0.34355828220858897,5.1107464,0.06557515
101,"yeah,",yeah,yeah,102,14,3,Verse 1,8,66,3,3,3,"[102, 103, 353]","[('yeah', 'NN')]",N,POSITIVE,0.9993,"Getting choked by detectives, yeah, yeah, now check the method", getting choked by detectives yeah yeah now check the method,NEGATIVE,0.9978,-0.9978,4,0.08888888888888889,0.9993,158,0.9693251533742331,11.372201,13.946868
102,"yeah,",yeah,yeah,103,14,3,Verse 1,8,67,3,3,3,"[102, 103, 353]","[('yeah', 'NN')]",N,POSITIVE,0.9993,"Getting choked by detectives, yeah, yeah, now check the method", getting choked by detectives yeah yeah now check the method,NEGATIVE,0.9978,-0.9978,4,0.08888888888888889,0.9993,158,0.9693251533742331,11.372201,13.946868
103,now,now,now,104,14,3,Verse 1,8,68,7,2,2,"[104, 216, 228, 283, 295, 358, 541]","[('now', 'RB')]",ADV,POSITIVE,0.9831,"Getting choked by detectives, yeah, yeah, now check the method", getting choked by detectives yeah yeah now check the method,NEGATIVE,0.9978,-0.9978,4,0.08888888888888889,0.9831,103,0.6319018404907976,16.655687,-13.927818
104,check,check,check,105,14,3,Verse 1,8,69,1,1,1,[105],"[('check', 'NN')]",N,POSITIVE,0.9963,"Getting choked by detectives, yeah, yeah, now check the method", getting choked by detectives yeah yeah now check the method,NEGATIVE,0.9978,-0.9978,4,0.08888888888888889,0.9963,136,0.8343558282208589,-10.54184,4.452679
105,the,the,the,106,14,3,Verse 1,8,70,26,15,15,"[24, 27, 40, 72, 75, 82, 106, 134, 190, 193, 203, 257, 260, 270, 328, 335, 342, 381, 415, 420, 427, 495, 505, 515, 518, 528]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Getting choked by detectives, yeah, yeah, now check the method", getting choked by detectives yeah yeah now check the method,NEGATIVE,0.9978,-0.9978,4,0.08888888888888889,0.9636,82,0.5030674846625767,-9.1065,-11.181993
106,method,method,method,107,14,3,Verse 1,8,71,1,1,1,[107],"[('method', 'NN')]",N,POSITIVE,0.9936,"Getting choked by detectives, yeah, yeah, now check the method", getting choked by detectives yeah yeah now check the method,NEGATIVE,0.9978,-0.9978,4,0.08888888888888889,0.9936,125,0.7668711656441718,-0.9975344,-2.5011587
107,They,They,they,108,15,3,Verse 1,9,72,2,2,2,"[108, 441]","[('they', 'PRP')]",PRON,POSITIVE,0.9649,"They be askin' us questions, harass and arrest us", they be askin' us questions harass and arrest us,NEGATIVE,0.9963,-0.9963,7,0.15555555555555556,0.9649,83,0.50920245398773,4.428649,-12.932388
108,be,be,be,109,15,3,Verse 1,9,73,2,2,2,"[109, 174]","[('be', 'VB')]",V,POSITIVE,0.962,"They be askin' us questions, harass and arrest us", they be askin' us questions harass and arrest us,NEGATIVE,0.9963,-0.9963,7,0.15555555555555556,0.962,81,0.49693251533742333,-16.71048,-0.25781375
109,askin',askin',askin',110,15,3,Verse 1,9,74,1,1,1,[110],"[('askin', 'NN')]",N,NEGATIVE,0.6626,"They be askin' us questions, harass and arrest us", they be askin' us questions harass and arrest us,NEGATIVE,0.9963,-0.9963,7,0.15555555555555556,-0.6626,42,0.25766871165644173,31.41991,-10.473935
110,us,us,us,111,15,3,Verse 1,9,75,3,3,3,"[111, 116, 163]","[('us', 'PRP')]",PRON,POSITIVE,0.999,"They be askin' us questions, harass and arrest us", they be askin' us questions harass and arrest us,NEGATIVE,0.9963,-0.9963,7,0.15555555555555556,0.999,155,0.950920245398773,-5.5241942,25.727602
111,"questions,",questions,questions,112,15,3,Verse 1,9,76,1,1,1,[112],"[('questions', 'NNS')]",N,NEGATIVE,0.859,"They be askin' us questions, harass and arrest us", they be askin' us questions harass and arrest us,NEGATIVE,0.9963,-0.9963,7,0.15555555555555556,-0.859,36,0.22085889570552147,1.1951338,-3.3903942
112,harass,harass,harass,113,15,3,Verse 1,9,77,1,1,1,[113],"[('harass', 'NN')]",N,NEGATIVE,0.999,"They be askin' us questions, harass and arrest us", they be askin' us questions harass and arrest us,NEGATIVE,0.9963,-0.9963,7,0.15555555555555556,-0.999,6,0.03680981595092025,10.324898,-0.1951935
113,and,and,and,114,15,3,Verse 1,9,78,7,5,5,"[44, 53, 114, 143, 219, 286, 493]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,"They be askin' us questions, harass and arrest us", they be askin' us questions harass and arrest us,NEGATIVE,0.9963,-0.9963,7,0.15555555555555556,0.9708,90,0.5521472392638037,6.41801,-22.085268
114,arrest,arrest,arrest,115,15,3,Verse 1,9,79,1,1,1,[115],"[('arrest', 'NN')]",N,NEGATIVE,0.9988,"They be askin' us questions, harass and arrest us", they be askin' us questions harass and arrest us,NEGATIVE,0.9963,-0.9963,7,0.15555555555555556,-0.9988,8,0.049079754601226995,-6.160596,1.2586914
115,us,us,us,116,15,3,Verse 1,9,80,3,3,3,"[111, 116, 163]","[('us', 'PRP')]",PRON,POSITIVE,0.999,"They be askin' us questions, harass and arrest us", they be askin' us questions harass and arrest us,NEGATIVE,0.9963,-0.9963,7,0.15555555555555556,0.999,155,0.950920245398773,-5.5241942,25.727602
116,Sayin',Sayin',sayin',117,16,3,Verse 1,10,81,1,1,1,[117],"[('sayin', 'NN')]",N,POSITIVE,0.9904,"Sayin' ""We eat pieces of shit like you for breakfast"""," sayin' ""we eat pieces of shit like you for breakfast""",POSITIVE,0.9831,0.9831,37,0.8222222222222222,0.9904,115,0.7055214723926381,31.558977,-10.443436
117,"""We","""We","""we",118,16,3,Verse 1,10,82,1,1,1,[118],"[('we', 'PRP')]",PRON,POSITIVE,0.9986,"Sayin' ""We eat pieces of shit like you for breakfast"""," sayin' ""we eat pieces of shit like you for breakfast""",POSITIVE,0.9831,0.9831,37,0.8222222222222222,0.9986,152,0.9325153374233128,10.960423,9.304034
118,eat,eat,eat,119,16,3,Verse 1,10,83,2,2,2,"[119, 129]","[('eat', 'NN')]",N,POSITIVE,0.999,"Sayin' ""We eat pieces of shit like you for breakfast"""," sayin' ""we eat pieces of shit like you for breakfast""",POSITIVE,0.9831,0.9831,37,0.8222222222222222,0.999,155,0.950920245398773,-11.850184,5.5823846
119,pieces,pieces,pieces,120,16,3,Verse 1,10,84,2,2,2,"[120, 130]","[('pieces', 'NNS')]",N,POSITIVE,0.998,"Sayin' ""We eat pieces of shit like you for breakfast"""," sayin' ""we eat pieces of shit like you for breakfast""",POSITIVE,0.9831,0.9831,37,0.8222222222222222,0.998,146,0.8957055214723927,1.6141783,7.1289253
120,of,of,of,121,16,3,Verse 1,10,85,6,6,6,"[12, 74, 121, 131, 148, 344]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"Sayin' ""We eat pieces of shit like you for breakfast"""," sayin' ""we eat pieces of shit like you for breakfast""",POSITIVE,0.9831,0.9831,37,0.8222222222222222,0.9193,63,0.38650306748466257,-11.571374,-22.47239
121,shit,shit,shit,122,16,3,Verse 1,10,86,2,2,2,"[122, 132]","[('shit', 'NN')]",N,NEGATIVE,0.9993,"Sayin' ""We eat pieces of shit like you for breakfast"""," sayin' ""we eat pieces of shit like you for breakfast""",POSITIVE,0.9831,0.9831,37,0.8222222222222222,-0.9993,5,0.03067484662576687,16.19051,19.866459
122,like,like,like,123,16,3,Verse 1,10,87,1,1,1,[123],"[('like', 'IN')]",PREP,POSITIVE,0.9911,"Sayin' ""We eat pieces of shit like you for breakfast"""," sayin' ""we eat pieces of shit like you for breakfast""",POSITIVE,0.9831,0.9831,37,0.8222222222222222,0.9911,118,0.7239263803680982,-4.670442,-10.483121
123,you,you,you,124,16,3,Verse 1,10,88,4,4,4,"[37, 87, 124, 443]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"Sayin' ""We eat pieces of shit like you for breakfast"""," sayin' ""we eat pieces of shit like you for breakfast""",POSITIVE,0.9831,0.9831,37,0.8222222222222222,0.9991,156,0.9570552147239264,3.6016881,21.620945
124,for,for,for,125,16,3,Verse 1,10,89,4,4,4,"[125, 339, 356, 449]","[('for', 'IN')]",PREP,POSITIVE,0.9701,"Sayin' ""We eat pieces of shit like you for breakfast"""," sayin' ""we eat pieces of shit like you for breakfast""",POSITIVE,0.9831,0.9831,37,0.8222222222222222,0.9701,88,0.5398773006134969,-7.8181653,-27.086231
125,"breakfast""","breakfast""","breakfast""",126,16,3,Verse 1,10,90,1,1,1,[126],"[('breakfast', 'NN')]",N,POSITIVE,0.9933,"Sayin' ""We eat pieces of shit like you for breakfast"""," sayin' ""we eat pieces of shit like you for breakfast""",POSITIVE,0.9831,0.9831,37,0.8222222222222222,0.9933,122,0.7484662576687117,11.542295,9.630605
126,Huh?,Huh,huh,127,17,3,Verse 1,11,91,2,2,2,"[127, 468]","[('huh', 'NN')]",N,NEGATIVE,0.8706,Huh? Y'all eat pieces of shit? What's the basis?, huh y'all eat pieces of shit what's the basis,NEGATIVE,0.992,-0.992,11,0.24444444444444444,-0.8706,35,0.2147239263803681,8.536711,11.768825
127,Y'all,Y'all,y'all,128,17,3,Verse 1,11,92,1,1,1,[128],"[(""y'all"", 'NN')]",N,POSITIVE,0.9982,Huh? Y'all eat pieces of shit? What's the basis?, huh y'all eat pieces of shit what's the basis,NEGATIVE,0.992,-0.992,11,0.24444444444444444,0.9982,148,0.9079754601226994,29.470686,-7.5570307
128,eat,eat,eat,129,17,3,Verse 1,11,93,2,2,2,"[119, 129]","[('eat', 'NN')]",N,POSITIVE,0.999,Huh? Y'all eat pieces of shit? What's the basis?, huh y'all eat pieces of shit what's the basis,NEGATIVE,0.992,-0.992,11,0.24444444444444444,0.999,155,0.950920245398773,-11.850399,5.5824046
129,pieces,pieces,pieces,130,17,3,Verse 1,11,94,2,2,2,"[120, 130]","[('pieces', 'NNS')]",N,POSITIVE,0.998,Huh? Y'all eat pieces of shit? What's the basis?, huh y'all eat pieces of shit what's the basis,NEGATIVE,0.992,-0.992,11,0.24444444444444444,0.998,146,0.8957055214723927,1.6140934,7.128182
130,of,of,of,131,17,3,Verse 1,11,95,6,6,6,"[12, 74, 121, 131, 148, 344]","[('of', 'IN')]",PREP,POSITIVE,0.9193,Huh? Y'all eat pieces of shit? What's the basis?, huh y'all eat pieces of shit what's the basis,NEGATIVE,0.992,-0.992,11,0.24444444444444444,0.9193,63,0.38650306748466257,-11.792895,-23.129625
131,shit?,shit,shit,132,17,3,Verse 1,11,96,2,2,2,"[122, 132]","[('shit', 'NN')]",N,NEGATIVE,0.9993,Huh? Y'all eat pieces of shit? What's the basis?, huh y'all eat pieces of shit what's the basis,NEGATIVE,0.992,-0.992,11,0.24444444444444444,-0.9993,5,0.03067484662576687,16.190512,19.866459
132,What's,What's,what's,133,17,3,Verse 1,11,97,1,1,1,[133],"[('what', 'WP'), (""'s"", 'VBZ')]",MULT,POSITIVE,0.9979,Huh? Y'all eat pieces of shit? What's the basis?, huh y'all eat pieces of shit what's the basis,NEGATIVE,0.992,-0.992,11,0.24444444444444444,0.9979,145,0.8895705521472392,16.570654,-22.065306
133,the,the,the,134,17,3,Verse 1,11,98,26,15,15,"[24, 27, 40, 72, 75, 82, 106, 134, 190, 193, 203, 257, 260, 270, 328, 335, 342, 381, 415, 420, 427, 495, 505, 515, 518, 528]","[('the', 'DT')]",DET,POSITIVE,0.9636,Huh? Y'all eat pieces of shit? What's the basis?, huh y'all eat pieces of shit what's the basis,NEGATIVE,0.992,-0.992,11,0.24444444444444444,0.9636,82,0.5030674846625767,-7.443917,-11.239077
134,basis?,basis,basis,135,17,3,Verse 1,11,99,1,1,1,[135],"[('basis', 'NN')]",N,POSITIVE,0.9812,Huh? Y'all eat pieces of shit? What's the basis?, huh y'all eat pieces of shit what's the basis,NEGATIVE,0.992,-0.992,11,0.24444444444444444,0.9812,99,0.6073619631901841,-0.88198185,-2.5772636
135,We,We,we,136,18,3,Verse 1,12,100,10,8,8,"[1, 4, 14, 136, 246, 313, 347, 385, 390, 392]","[('we', 'PRP')]",PRON,POSITIVE,0.9982,We ain't going nowhere but got suits and cases, we ain't going nowhere but got suits and cases,NEGATIVE,0.9697,-0.9697,27,0.6,0.9982,148,0.9079754601226994,-16.77163,26.24608
136,ain't,ain't,ain't,137,18,3,Verse 1,12,101,4,2,2,"[137, 247, 314, 396]","[('ai', 'VBP'), (""n't"", 'RB')]",MULT,NEGATIVE,0.977,We ain't going nowhere but got suits and cases, we ain't going nowhere but got suits and cases,NEGATIVE,0.9697,-0.9697,27,0.6,-0.977,26,0.15950920245398773,30.285784,-6.3584456
137,going,going,going,138,18,3,Verse 1,12,102,1,1,1,[138],"[('going', 'VBG')]",V,POSITIVE,0.9984,We ain't going nowhere but got suits and cases, we ain't going nowhere but got suits and cases,NEGATIVE,0.9697,-0.9697,27,0.6,0.9984,150,0.9202453987730062,-11.703448,-5.0717607
138,nowhere,nowhere,nowhere,139,18,3,Verse 1,12,103,1,1,1,[139],"[('nowhere', 'RB')]",ADV,NEGATIVE,0.9997,We ain't going nowhere but got suits and cases, we ain't going nowhere but got suits and cases,NEGATIVE,0.9697,-0.9697,27,0.6,-0.9997,1,0.006134969325153374,4.234507,7.280203
139,but,but,but,140,18,3,Verse 1,12,104,6,4,4,"[10, 140, 172, 242, 309, 457]","[('but', 'CC')]",CONJ,NEGATIVE,0.9101,We ain't going nowhere but got suits and cases, we ain't going nowhere but got suits and cases,NEGATIVE,0.9697,-0.9697,27,0.6,-0.9101,32,0.19631901840490798,19.543636,-11.426234
140,got,got,got,141,18,3,Verse 1,12,105,2,2,2,"[141, 179]","[('got', 'VBD')]",V,POSITIVE,0.9995,We ain't going nowhere but got suits and cases, we ain't going nowhere but got suits and cases,NEGATIVE,0.9697,-0.9697,27,0.6,0.9995,160,0.9815950920245399,-9.732386,-4.610488
141,suits,suits,suits,142,18,3,Verse 1,12,106,1,1,1,[142],"[('suits', 'NNS')]",N,POSITIVE,0.9992,We ain't going nowhere but got suits and cases, we ain't going nowhere but got suits and cases,NEGATIVE,0.9697,-0.9697,27,0.6,0.9992,157,0.9631901840490797,-13.310365,-4.196456
142,and,and,and,143,18,3,Verse 1,12,107,7,5,5,"[44, 53, 114, 143, 219, 286, 493]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,We ain't going nowhere but got suits and cases, we ain't going nowhere but got suits and cases,NEGATIVE,0.9697,-0.9697,27,0.6,0.9708,90,0.5521472392638037,6.939686,-21.61736
143,cases,cases,cases,144,18,3,Verse 1,12,108,1,1,1,[144],"[('cases', 'NNS')]",N,NEGATIVE,0.7574,We ain't going nowhere but got suits and cases, we ain't going nowhere but got suits and cases,NEGATIVE,0.9697,-0.9697,27,0.6,-0.7574,37,0.22699386503067484,1.2446709,-3.4272442
144,A,A,a,145,19,3,Verse 1,13,109,2,2,2,"[145, 170]","[('a', 'DT')]",DET,POSITIVE,0.9873,"A trunk full of coke, rental car from Avis", a trunk full of coke rental car from avis,NEGATIVE,0.9896,-0.9896,16,0.35555555555555557,0.9873,108,0.6625766871165644,-12.5988245,-14.138426
145,trunk,trunk,trunk,146,19,3,Verse 1,13,110,1,1,1,[146],"[('trunk', 'NN')]",N,POSITIVE,0.9818,"A trunk full of coke, rental car from Avis", a trunk full of coke rental car from avis,NEGATIVE,0.9896,-0.9896,16,0.35555555555555557,0.9818,100,0.6134969325153374,1.6058656,1.68915
146,full,full,full,147,19,3,Verse 1,13,111,1,1,1,[147],"[('full', 'JJ')]",ADJ,POSITIVE,0.9995,"A trunk full of coke, rental car from Avis", a trunk full of coke rental car from avis,NEGATIVE,0.9896,-0.9896,16,0.35555555555555557,0.9995,160,0.9815950920245399,0.6761379,4.6479583
147,of,of,of,148,19,3,Verse 1,13,112,6,6,6,"[12, 74, 121, 131, 148, 344]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"A trunk full of coke, rental car from Avis", a trunk full of coke rental car from avis,NEGATIVE,0.9896,-0.9896,16,0.35555555555555557,0.9193,63,0.38650306748466257,-11.879676,-22.751556
148,"coke,",coke,coke,149,19,3,Verse 1,13,113,1,1,1,[149],"[('coke', 'NN')]",N,NEGATIVE,0.9984,"A trunk full of coke, rental car from Avis", a trunk full of coke rental car from avis,NEGATIVE,0.9896,-0.9896,16,0.35555555555555557,-0.9984,10,0.06134969325153374,5.031439,2.0100436
149,rental,rental,rental,150,19,3,Verse 1,13,114,1,1,1,[150],"[('rental', 'NN')]",N,POSITIVE,0.9984,"A trunk full of coke, rental car from Avis", a trunk full of coke rental car from avis,NEGATIVE,0.9896,-0.9896,16,0.35555555555555557,0.9984,150,0.9202453987730062,0.63432777,0.82769066
150,car,car,car,151,19,3,Verse 1,13,115,1,1,1,[151],"[('car', 'NN')]",N,POSITIVE,0.996,"A trunk full of coke, rental car from Avis", a trunk full of coke rental car from avis,NEGATIVE,0.9896,-0.9896,16,0.35555555555555557,0.996,134,0.8220858895705522,1.1831899,2.2831316
151,from,from,from,152,19,3,Verse 1,13,116,4,4,4,"[152, 474, 481, 490]","[('from', 'IN')]",PREP,POSITIVE,0.7563,"A trunk full of coke, rental car from Avis", a trunk full of coke rental car from avis,NEGATIVE,0.9896,-0.9896,16,0.35555555555555557,0.7563,52,0.31901840490797545,-16.316116,-14.796865
152,Avis,Avis,avis,153,19,3,Verse 1,13,117,1,1,1,[153],"[('avis', 'NN')]",N,POSITIVE,0.9787,"A trunk full of coke, rental car from Avis", a trunk full of coke rental car from avis,NEGATIVE,0.9896,-0.9896,16,0.35555555555555557,0.9787,94,0.5766871165644172,-20.94732,-15.829305
153,My,My,my,154,20,3,Verse 1,14,118,12,7,7,"[154, 211, 231, 278, 298, 375, 435, 463, 475, 482, 491, 536]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,My mama used to say only Jesus can save us, my mama used to say only jesus can save us,NEGATIVE,0.9763,-0.9763,25,0.5555555555555556,0.9935,124,0.7607361963190185,2.6301243,13.056515
154,mama,mama,mama,155,20,3,Verse 1,14,119,2,2,2,"[155, 165]","[('mama', 'NN')]",N,POSITIVE,0.9807,My mama used to say only Jesus can save us, my mama used to say only jesus can save us,NEGATIVE,0.9763,-0.9763,25,0.5555555555555556,0.9807,98,0.6012269938650306,15.538784,7.7429194
155,used,used,used,156,20,3,Verse 1,14,120,1,1,1,[156],"[('used', 'VBN')]",V,POSITIVE,0.9455,My mama used to say only Jesus can save us, my mama used to say only jesus can save us,NEGATIVE,0.9763,-0.9763,25,0.5555555555555556,0.9455,74,0.4539877300613497,-5.585918,5.1390457
156,to,to,to,157,20,3,Verse 1,14,121,12,8,8,"[91, 157, 181, 229, 240, 296, 307, 327, 341, 364, 398, 406]","[('to', 'TO')]",OTH,POSITIVE,0.9653,My mama used to say only Jesus can save us, my mama used to say only jesus can save us,NEGATIVE,0.9763,-0.9763,25,0.5555555555555556,0.9653,85,0.5214723926380368,-23.923523,-27.587627
157,say,say,say,158,20,3,Verse 1,14,122,3,3,3,"[158, 414, 442]","[('say', 'VB')]",V,POSITIVE,0.9529,My mama used to say only Jesus can save us, my mama used to say only jesus can save us,NEGATIVE,0.9763,-0.9763,25,0.5555555555555556,0.9529,77,0.4723926380368098,-16.182743,2.475135
158,only,only,only,159,20,3,Verse 1,14,123,4,1,1,"[159, 204, 271, 529]","[('only', 'RB')]",ADV,NEGATIVE,0.9659,My mama used to say only Jesus can save us, my mama used to say only jesus can save us,NEGATIVE,0.9763,-0.9763,25,0.5555555555555556,-0.9659,29,0.17791411042944785,16.064005,-9.506097
159,Jesus,Jesus,jesus,160,20,3,Verse 1,14,124,18,6,5,"[19, 33, 160, 185, 199, 217, 233, 252, 266, 284, 300, 323, 337, 354, 431, 450, 510, 524]","[('jesus', 'NN')]",N,POSITIVE,0.9656,My mama used to say only Jesus can save us, my mama used to say only jesus can save us,NEGATIVE,0.9763,-0.9763,25,0.5555555555555556,0.9656,86,0.5276073619631901,17.337147,13.454879
160,can,can,can,161,20,3,Verse 1,14,125,4,2,2,"[161, 226, 293, 444]","[('can', 'MD')]",V,POSITIVE,0.9985,My mama used to say only Jesus can save us, my mama used to say only jesus can save us,NEGATIVE,0.9763,-0.9763,25,0.5555555555555556,0.9985,151,0.9263803680981595,-17.151527,-6.7718687
161,save,save,save,162,20,3,Verse 1,14,126,1,1,1,[162],"[('save', 'VB')]",V,POSITIVE,0.9841,My mama used to say only Jesus can save us, my mama used to say only jesus can save us,NEGATIVE,0.9763,-0.9763,25,0.5555555555555556,0.9841,104,0.6380368098159509,-10.810517,2.5294373
162,us,us,us,163,20,3,Verse 1,14,127,3,3,3,"[111, 116, 163]","[('us', 'PRP')]",PRON,POSITIVE,0.999,My mama used to say only Jesus can save us, my mama used to say only jesus can save us,NEGATIVE,0.9763,-0.9763,25,0.5555555555555556,0.999,155,0.950920245398773,-5.5241942,25.727602
