,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,tsne_x,tsne_y
152,ice,ice,ice,153,23,4,Hook,4,14,42,42,42,"[6, 7, 9, 10, 17, 140, 141, 144, 145, 148, 149, 152, 153, 404, 405, 408, 409, 412, 413, 416, 417, 558, 559, 562, 563, 566, 567, 570, 571, 586, 587, 591, 592, 596, 597, 601, 602, 608, 609, 615, 616, 622]","[('ice', 'NN')]",N,POSITIVE,0.9661,Ice ice baby Vanilla, ice ice baby vanilla,POSITIVE,0.9796,0.9796,49,0.7313432835820896,0.9661,86,0.4648648648648649,-7.1967874,-20.413334
153,baby,baby,baby,154,23,4,Hook,4,15,20,20,20,"[8, 11, 142, 146, 150, 154, 406, 410, 414, 418, 560, 564, 568, 572, 588, 593, 598, 603, 610, 617]","[('baby', 'NN')]",N,POSITIVE,0.9969,Ice ice baby Vanilla, ice ice baby vanilla,POSITIVE,0.9796,0.9796,49,0.7313432835820896,0.9969,156,0.8432432432432433,-16.321308,2.0408375
154,Vanilla,Vanilla,vanilla,155,23,4,Hook,4,16,13,13,13,"[143, 147, 151, 155, 303, 407, 411, 415, 419, 561, 565, 569, 573]","[('vanilla', 'NN')]",N,POSITIVE,0.9957,Ice ice baby Vanilla, ice ice baby vanilla,POSITIVE,0.9796,0.9796,49,0.7313432835820896,0.9957,147,0.7945945945945946,-6.5194407,-5.4105906
155,Now,Now,now,156,24,5,Verse 2,1,1,1,1,1,[156],"[('now', 'RB')]",ADV,POSITIVE,0.9831,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7164179104477612,0.9831,103,0.5567567567567567,21.03969,-9.2477255
156,that,that,that,157,24,5,Verse 2,1,2,4,4,4,"[79, 157, 440, 464]","[('that', 'IN')]",PREP,POSITIVE,0.9895,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7164179104477612,0.9895,118,0.6378378378378379,19.506079,3.5334167
157,the,the,the,158,24,5,Verse 2,1,3,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7164179104477612,0.9636,83,0.4486486486486487,8.447648,5.690076
158,party,party,party,159,24,5,Verse 2,1,4,1,1,1,[159],"[('party', 'NN')]",N,POSITIVE,0.9979,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7164179104477612,0.9979,165,0.8918918918918919,-11.795767,-7.236547
159,is,is,is,160,24,5,Verse 2,1,5,4,4,4,"[18, 101, 160, 474]","[('is', 'VBZ')]",V,POSITIVE,0.9275,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7164179104477612,0.9275,75,0.40540540540540543,4.3471804,17.798748
160,jumping,jumping,jumping,161,24,5,Verse 2,1,6,1,1,1,[161],"[('jumping', 'NN')]",N,POSITIVE,0.998,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7164179104477612,0.998,166,0.8972972972972973,-1.2084694,-0.38429585
161,With,With,with,162,25,5,Verse 2,2,7,7,7,7,"[20, 162, 207, 225, 299, 304, 489]","[('with', 'IN')]",PREP,POSITIVE,0.9826,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9826,102,0.5513513513513514,14.208553,13.9980135
162,the,the,the,163,25,5,Verse 2,2,8,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9636,83,0.4486486486486487,8.990254,4.5179453
163,bass,bass,bass,164,25,5,Verse 2,2,9,2,2,2,"[164, 444]","[('bass', 'NN')]",N,NEGATIVE,0.5196,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,-0.5196,53,0.2864864864864865,-19.240385,-13.005964
164,kicked,kicked,kicked,165,25,5,Verse 2,2,10,1,1,1,[165],"[('kicked', 'VBN')]",V,NEGATIVE,0.9314,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,-0.9314,39,0.21081081081081082,-0.24672501,1.2719368
165,in,in,in,166,25,5,Verse 2,2,11,5,5,5,"[166, 222, 346, 432, 452]","[('in', 'IN')]",PREP,POSITIVE,0.979,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.979,95,0.5135135135135135,13.44197,10.281971
166,and,and,and,167,25,5,Verse 2,2,12,14,14,14,"[15, 37, 51, 68, 121, 167, 194, 204, 262, 302, 449, 468, 471, 484]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9708,89,0.4810810810810811,28.153074,-2.5264447
167,the,the,the,168,25,5,Verse 2,2,13,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9636,83,0.4486486486486487,10.095022,6.5376225
168,Vegas,Vegas,vegas,169,25,5,Verse 2,2,14,1,1,1,[169],"[('vegas', 'NN')]",N,POSITIVE,0.9989,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9989,175,0.9459459459459459,-14.846751,-10.848119
169,are,are,are,170,25,5,Verse 2,2,15,1,1,1,[170],"[('are', 'VBP')]",V,POSITIVE,0.9785,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9785,94,0.5081081081081081,4.391713,17.241114
170,pumping,pumping,pumping,171,25,5,Verse 2,2,16,1,1,1,[171],"[('pumping', 'VBG')]",V,POSITIVE,0.9947,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9947,142,0.7675675675675676,0.12233369,2.0078704
171,Quick,Quick,quick,172,26,5,Verse 2,3,17,2,2,2,"[172, 193]","[('quick', 'NN')]",N,POSITIVE,0.9977,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9977,163,0.8810810810810811,1.3177474,-5.555767
172,to,to,to,173,26,5,Verse 2,3,18,14,14,14,"[54, 173, 176, 218, 240, 254, 265, 277, 354, 361, 447, 487, 528, 583]","[('to', 'TO')]",OTH,POSITIVE,0.9653,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9653,85,0.4594594594594595,-5.554964,25.484266
173,the,the,the,174,26,5,Verse 2,3,19,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9636,83,0.4486486486486487,9.665554,5.401477
174,point,point,point,175,26,5,Verse 2,3,20,2,2,2,"[175, 178]","[('point', 'NN')]",N,POSITIVE,0.9984,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9984,170,0.918918918918919,-17.989729,-5.551531
175,to,to,to,176,26,5,Verse 2,3,21,14,14,14,"[54, 173, 176, 218, 240, 254, 265, 277, 354, 361, 447, 487, 528, 583]","[('to', 'TO')]",OTH,POSITIVE,0.9653,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9653,85,0.4594594594594595,-6.537658,25.73871
176,the,the,the,177,26,5,Verse 2,3,22,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9636,83,0.4486486486486487,8.111909,5.0969076
177,point,point,point,178,26,5,Verse 2,3,23,2,2,2,"[175, 178]","[('point', 'NN')]",N,POSITIVE,0.9984,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9984,170,0.918918918918919,-17.98852,-5.551551
178,no,no,no,179,26,5,Verse 2,3,24,2,2,2,"[179, 246]","[('no', 'DT')]",DET,NEGATIVE,0.9964,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,-0.9964,18,0.0972972972972973,-12.427272,5.4937754
179,faking,faking,faking,180,26,5,Verse 2,3,25,1,1,1,[180],"[('faking', 'VBG')]",V,POSITIVE,0.9992,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9992,178,0.9621621621621622,-9.152492,-14.847699
180,Cooking,Cooking,cooking,181,27,5,Verse 2,4,26,1,1,1,[181],"[('cooking', 'NN')]",N,POSITIVE,0.999,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,30,0.44776119402985076,0.999,176,0.9513513513513514,-9.019809,-13.812085
181,MCs,MCs,mcs,182,27,5,Verse 2,4,27,1,1,1,[182],"[('mcs', 'NN')]",N,POSITIVE,0.8871,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,30,0.44776119402985076,0.8871,67,0.3621621621621622,-14.810963,-9.047139
182,like,like,like,183,27,5,Verse 2,4,28,9,9,9,"[33, 61, 72, 85, 183, 327, 458, 497, 501]","[('like', 'IN')]",PREP,POSITIVE,0.9911,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,30,0.44776119402985076,0.9911,124,0.6702702702702703,21.423172,-1.5752558
183,a,a,a,184,27,5,Verse 2,4,29,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,30,0.44776119402985076,0.9873,113,0.6108108108108108,1.7579246,25.38062
184,pound,pound,pound,185,27,5,Verse 2,4,30,1,1,1,[185],"[('pound', 'NN')]",N,POSITIVE,0.9814,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,30,0.44776119402985076,0.9814,101,0.5459459459459459,-2.8945048,-0.25411537
185,of,of,of,186,27,5,Verse 2,4,31,5,5,5,"[29, 186, 321, 477, 580]","[('of', 'IN')]",PREP,POSITIVE,0.9193,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,30,0.44776119402985076,0.9193,74,0.4,17.507555,13.047163
186,bacon,bacon,bacon,187,27,5,Verse 2,4,32,1,1,1,[187],"[('bacon', 'NN')]",N,POSITIVE,0.8937,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,30,0.44776119402985076,0.8937,68,0.3675675675675676,-11.668925,-14.088444
187,Burnin',Burnin',burnin',188,28,5,Verse 2,5,33,1,1,1,[188],"[('burnin', 'NN')]",N,NEGATIVE,0.9919,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,-0.9919,24,0.12972972972972974,-15.625829,-22.979124
188,them,them,them,189,28,5,Verse 2,5,34,1,1,1,[189],"[('them', 'PRP')]",PRON,POSITIVE,0.9366,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,0.9366,77,0.41621621621621624,-11.671087,13.789687
189,if,if,if,190,28,5,Verse 2,5,35,5,5,5,"[122, 190, 386, 511, 540]","[('if', 'IN')]",PREP,POSITIVE,0.739,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,0.739,58,0.31351351351351353,11.070266,-0.5457387
190,you're,you're,you're,191,28,5,Verse 2,5,36,1,1,1,[191],"[('you', 'PRP'), (""'re"", 'VBP')]",MULT,POSITIVE,0.9998,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,0.9998,184,0.9945945945945946,14.788424,-15.801356
191,not,not,not,192,28,5,Verse 2,5,37,1,1,1,[192],"[('not', 'RB')]",ADV,NEGATIVE,0.9906,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,-0.9906,25,0.13513513513513514,16.236296,-8.9834795
192,quick,quick,quick,193,28,5,Verse 2,5,38,2,2,2,"[172, 193]","[('quick', 'NN')]",N,POSITIVE,0.9977,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,0.9977,163,0.8810810810810811,1.3176997,-5.555763
193,and,and,and,194,28,5,Verse 2,5,39,14,14,14,"[15, 37, 51, 68, 121, 167, 194, 204, 262, 302, 449, 468, 471, 484]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,0.9708,89,0.4810810810810811,28.364008,-1.8765388
194,nimble,nimble,nimble,195,28,5,Verse 2,5,40,1,1,1,[195],"[('nimble', 'JJ')]",ADJ,POSITIVE,0.9956,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,0.9956,146,0.7891891891891892,-14.142766,-19.900389
195,I,I,I,196,29,5,Verse 2,6,41,12,12,12,"[44, 57, 91, 196, 200, 247, 258, 275, 330, 335, 375, 536]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,0.9797,98,0.5297297297297298,12.522519,21.102665
196,go,go,go,197,29,5,Verse 2,6,42,2,2,2,"[197, 219]","[('go', 'VB')]",V,POSITIVE,0.9994,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,0.9994,180,0.972972972972973,-3.3497655,8.133536
197,crazy,crazy,crazy,198,29,5,Verse 2,6,43,1,1,1,[198],"[('crazy', 'NN')]",N,NEGATIVE,0.965,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,-0.965,35,0.1891891891891892,-3.562054,-2.3834765
198,when,when,when,199,29,5,Verse 2,6,44,3,3,3,"[90, 199, 525]","[('when', 'WRB')]",OTH,POSITIVE,0.9288,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,0.9288,76,0.41081081081081083,13.98348,-2.195775
199,I,I,I,200,29,5,Verse 2,6,45,12,12,12,"[44, 57, 91, 196, 200, 247, 258, 275, 330, 335, 375, 536]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,0.9797,98,0.5297297297297298,11.950624,21.589516
200,hear,hear,hear,201,29,5,Verse 2,6,46,1,1,1,[201],"[('hear', 'NN')]",N,POSITIVE,0.9987,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,0.9987,173,0.9351351351351351,-2.5271611,13.757113
201,a,a,a,202,29,5,Verse 2,6,47,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,0.9873,113,0.6108108108108108,2.2684796,25.576693
202,cymbal,cymbal,cymbal,203,29,5,Verse 2,6,48,1,1,1,[203],"[('cymbal', 'NN')]",N,POSITIVE,0.9669,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,0.9669,87,0.4702702702702703,-18.119495,-13.336917
203,And,And,and,204,30,5,Verse 2,7,49,14,14,14,"[15, 37, 51, 68, 121, 167, 194, 204, 262, 302, 449, 468, 471, 484]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,0.9708,89,0.4810810810810811,28.082785,-3.1064796
204,a,a,a,205,30,5,Verse 2,7,50,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,0.9873,113,0.6108108108108108,3.26518,24.676254
205,hi-hat,hi-hat,hi-hat,206,30,5,Verse 2,7,51,1,1,1,[206],"[('hi-hat', 'NN')]",N,POSITIVE,0.9781,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,0.9781,93,0.5027027027027027,-15.219463,-16.142546
206,with,with,with,207,30,5,Verse 2,7,52,7,7,7,"[20, 162, 207, 225, 299, 304, 489]","[('with', 'IN')]",PREP,POSITIVE,0.9826,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,0.9826,102,0.5513513513513514,14.075195,13.922563
207,a,a,a,208,30,5,Verse 2,7,53,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,0.9873,113,0.6108108108108108,2.4071538,24.220833
208,souped,souped,souped,209,30,5,Verse 2,7,54,1,1,1,[209],"[('souped', 'VBD')]",V,NEGATIVE,0.9994,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,-0.9994,3,0.016216216216216217,-11.038818,-14.888492
209,up,up,up,210,30,5,Verse 2,7,55,3,3,3,"[65, 210, 380]","[('up', 'RB')]",ADV,POSITIVE,0.9992,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,0.9992,178,0.9621621621621622,-15.607629,8.123654
210,tempo,tempo,tempo,211,30,5,Verse 2,7,56,1,1,1,[211],"[('tempo', 'NN')]",N,POSITIVE,0.9988,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,0.9988,174,0.9405405405405406,3.2548103,4.181554
211,I'm,I'm,I'm,212,31,5,Verse 2,8,57,6,6,6,"[81, 212, 263, 294, 359, 423]","[('I', 'PRP'), (""'m"", 'VBP')]",MULT,POSITIVE,0.9981,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9981,167,0.9027027027027027,14.154505,-16.702488
212,on,on,on,213,31,5,Verse 2,8,58,9,9,9,"[213, 236, 252, 311, 340, 350, 369, 428, 493]","[('on', 'IN')]",PREP,POSITIVE,0.987,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.987,112,0.6054054054054054,10.509164,12.837411
213,a,a,a,214,31,5,Verse 2,8,59,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9873,113,0.6108108108108108,3.16623,25.68555
214,"roll,",roll,roll,215,31,5,Verse 2,8,60,1,1,1,[215],"[('roll', 'NN')]",N,POSITIVE,0.9986,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9986,172,0.9297297297297298,-1.4403715,3.2887514
215,it's,it's,it's,216,31,5,Verse 2,8,61,2,2,2,"[216, 526]","[('it', 'PRP'), (""'s"", 'VBZ')]",MULT,POSITIVE,0.9988,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9988,174,0.9405405405405406,13.029722,-14.903921
216,time,time,time,217,31,5,Verse 2,8,62,2,2,2,"[217, 527]","[('time', 'NN')]",N,POSITIVE,0.9581,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9581,80,0.43243243243243246,-2.3858767,-17.994968
217,to,to,to,218,31,5,Verse 2,8,63,14,14,14,"[54, 173, 176, 218, 240, 254, 265, 277, 354, 361, 447, 487, 528, 583]","[('to', 'TO')]",OTH,POSITIVE,0.9653,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9653,85,0.4594594594594595,-6.2382917,26.502565
218,go,go,go,219,31,5,Verse 2,8,64,2,2,2,"[197, 219]","[('go', 'VB')]",V,POSITIVE,0.9994,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9994,180,0.972972972972973,-3.3499048,8.133959
219,solo,solo,solo,220,31,5,Verse 2,8,65,1,1,1,[220],"[('solo', 'NN')]",N,POSITIVE,0.9986,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9986,172,0.9297297297297298,-17.322468,-10.482617
220,Rollin',Rollin',rollin',221,32,5,Verse 2,9,66,1,1,1,[221],"[('rollin', 'NN')]",N,POSITIVE,0.9946,Rollin', rollin',POSITIVE,0.9946,0.9946,54,0.8059701492537313,0.9946,141,0.7621621621621621,-15.636795,-22.961672
221,In,In,in,222,33,5,Verse 2,10,67,5,5,5,"[166, 222, 346, 432, 452]","[('in', 'IN')]",PREP,POSITIVE,0.979,In my 5.0, in my 5.0,POSITIVE,0.9188,0.9188,42,0.6268656716417911,0.979,95,0.5135135135135135,13.438147,10.28027
222,my,my,my,223,33,5,Verse 2,10,68,11,11,11,"[136, 223, 230, 332, 347, 400, 438, 456, 523, 538, 554]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,In my 5.0, in my 5.0,POSITIVE,0.9188,0.9188,42,0.6268656716417911,0.9935,134,0.7243243243243244,-11.574502,8.763961
223,5.0,5.0,5.0,224,33,5,Verse 2,10,69,1,1,1,[224],"[('5.0', 'CD')]",DET,POSITIVE,0.9945,In my 5.0, in my 5.0,POSITIVE,0.9188,0.9188,42,0.6268656716417911,0.9945,140,0.7567567567567568,1.9328678,-12.434849
224,With,With,with,225,34,5,Verse 2,11,70,7,7,7,"[20, 162, 207, 225, 299, 304, 489]","[('with', 'IN')]",PREP,POSITIVE,0.9826,With the rag-top down so my hair can blow, with the rag-top down so my hair can blow,NEGATIVE,0.9945,-0.9945,18,0.26865671641791045,0.9826,102,0.5513513513513514,14.304162,13.7255
225,the,the,the,226,34,5,Verse 2,11,71,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,With the rag-top down so my hair can blow, with the rag-top down so my hair can blow,NEGATIVE,0.9945,-0.9945,18,0.26865671641791045,0.9636,83,0.4486486486486487,10.035577,5.618746
226,rag-top,rag-top,rag-top,227,34,5,Verse 2,11,72,1,1,1,[227],"[('rag-top', 'NN')]",N,NEGATIVE,0.9854,With the rag-top down so my hair can blow, with the rag-top down so my hair can blow,NEGATIVE,0.9945,-0.9945,18,0.26865671641791045,-0.9854,28,0.15135135135135136,-14.161479,-14.829696
227,down,down,down,228,34,5,Verse 2,11,73,1,1,1,[228],"[('down', 'RB')]",ADV,NEGATIVE,0.9997,With the rag-top down so my hair can blow, with the rag-top down so my hair can blow,NEGATIVE,0.9945,-0.9945,18,0.26865671641791045,-0.9997,0,0.0,-8.067923,11.471
228,so,so,so,229,34,5,Verse 2,11,74,3,3,3,"[229, 274, 505]","[('so', 'RB')]",ADV,POSITIVE,0.913,With the rag-top down so my hair can blow, with the rag-top down so my hair can blow,NEGATIVE,0.9945,-0.9945,18,0.26865671641791045,0.913,72,0.3891891891891892,21.913527,-9.826871
229,my,my,my,230,34,5,Verse 2,11,75,11,11,11,"[136, 223, 230, 332, 347, 400, 438, 456, 523, 538, 554]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,With the rag-top down so my hair can blow, with the rag-top down so my hair can blow,NEGATIVE,0.9945,-0.9945,18,0.26865671641791045,0.9935,134,0.7243243243243244,-12.095256,9.359674
230,hair,hair,hair,231,34,5,Verse 2,11,76,1,1,1,[231],"[('hair', 'NN')]",N,POSITIVE,0.9985,With the rag-top down so my hair can blow, with the rag-top down so my hair can blow,NEGATIVE,0.9945,-0.9945,18,0.26865671641791045,0.9985,171,0.9243243243243243,-11.560325,-10.750155
